Дата;Количество звезд;Комментарий;Лайки;Дизлайки
2022-08-07 08:53:49;2;Всегда  пользуюсь этой тушью,но в этот раз оказалась пустой почти,туши практически нет,обидно;0;1
2022-08-07 07:55:40;5;Пользуюсь только этой тушью, заказываю третий раз, в магазине дороже;1;0
2022-08-07 02:14:56;5;Хорошая, понравилась;0;0
2022-08-06 23:32:35;5;Пришла открытая,без защитной пленки. такая приходит видимо всем, взяла на свой риск);0;0
2022-08-06 22:12:37;4;Пришла без упаковки, не запечатанна, наводит на мысль, что ею могли и красить( Это несколько расстроило. Красить не пробовала пока, взяла на свой страх и риск. Надеюсь, что сама тушь хотя бы не подведёт... А вообще такие вещи должны быть герметично запакованы. В следующий раз просто будет отказ(;1;0
2022-08-06 21:23:16;5;Одна из лучших, нет не так- самая лучшая! Много разных приобретала из люкса, но всегда возвращаюсь к ней. ;1;0
2022-08-06 20:24:38;5;Отличная тушь;0;0
2022-08-06 19:43:03;1;Тушь пришла без упаковки  и тюбик был неполностью завинчен.  Обидно (;1;0
2022-08-06 19:02:44;5;пока не знаю, раньше покупала очень нравилась;0;0
2022-08-06 07:10:17;1;"Тушь мне очень нравится, уже много лет возвращаюсь к ней.
Но уже второй раз не могу выкупить тушь,  так как приходит открытой.";2;1
2022-08-06 01:09:16;5;"Здравствуйте, тушь пришла быстро, в пузырчатой упаковке  Целая,не сухая.Тушь нравится очень давно, на моих небольших и тоненьких ресничках она придает хорошее удлинение и обьем,главное не переборщить с ней.
Консистенция туши густая,поэтому нужно аккуратно прокрашивать все реснички, 1-2 слоя достаточно чтобы получить видимый эффект.
Щеточка очень удобная, так как за счет того что она тоненькая, ей можно  прокрасить как нижние реснички, так и в уголках глаз.
Еще важное для меня дополнение, тушь легко смыть. Я не люблю когда тушь смывается комками и  приходится несколько раз мылить глаза ,а потом еще ватным диском со средством для снятия макияжа. 
Здесь все просто, я умываюсь пенкой, просто намыливаю глаза и все  смывается сразу. 
Единственный минус,если переборщить, то она может склеивать ресницы. Но просто не нужно наносить ее в 100слоев и все будет хорошо.
Тушь советую к покупке , она оригинальная и подойдет тем кто хочет прокрасить все реснички,а большой щеточкой это нереально. ";8;1
2022-08-05 16:49:53;4;хорошо ложиться и смотрится;0;0
2022-08-05 16:45:49;3;тушь не очень понравилась тем, что она сильно склеивает ресницы и не разделяет их, пришлось повторно разделять ресницы сухой щёткой. ресницы удлинила хорошо, даже подкручивали не пришлось ;3;0
2022-08-05 14:58:32;5;На мой взгляд, одна из лучших тушей Лореаль, да и вообще из масс маркета. Мне очень нравится щёточка, она на первый взгляд тоненькая, длинная, совершенно невзрачная, но она чудесно удлиняет и разделяет ресницы! Ещё очень радует то, что тушь извлекается в минимальном количестве, ею сложно переборщить, поэтому ресницы всегда выглядят аккуратно, натурально. Держится отлично в течение всего дня, даже на моей жирной коже и в жаркую погоду. Не осыпается, не мажется, веки не пачкает, снимается тёплой водичкой. Определённо буду повторять покупку. На данный момент лучше туши не нашла, хотя перепробовала много и бюджетного, и из люкса. Здесь соотношение цена - качество просто выше всяких похвал!;9;1
2022-08-05 13:26:28;5;Спасибо, теперь это моя любимая тушь 🫶 пришла в пакетике, и наклейка вб была наклеена так, что тушь не раскрутишь, пока ее не отклеишь. 👍;1; 
2022-08-05 13:21:02;5;Пользуюсь много лет,отличная тушь,цена порадовала!;0;0
2022-08-05 12:43:24;1;Тушь пришла не упакована и открыта. Не рекомендую. ;0;1
2022-08-05 11:28:02;5;Отличная тушь,заказываю не первый раз, рекомендую.;0;0
2022-08-05 09:46:55;3;Я до этого  брала чёрную, но все хвалили золотую, взяла золотую, но нет,она суховата,,не так удлиняет! Чёрная в сто раз лучше;0;2
2022-08-05 09:12:54;5;Всегда покупаю эту тушь, но решилась на эксперимент, купила другую. Как же  быстро привыкаешь к хорошему, новую вообще в помойку просто сразу, снова эту закажу. Пока не нашла лучше, чем эта. Спасибо за цену, в магазине дороже. Лишний раз убедилась, что эта тушь безупречна по всем пунктам.;0;0
2022-08-05 08:59:53;5;Люблю эту тушь, в магазинах обычно стоит 800-1000, а тут нашла за 600. Упаковка немного странная, как будто ее кто-то погрыз, но товару не вредит;0;0
2022-08-05 08:08:50;5;Один из лучших бюджетных удлиняющих вариантов туши для ресниц. Визуально удлиняет ресницы, прокрашивая их до самого кончика, разделяет, придает насыщенный оттенок. Если вы тоже подкручиваете ресницы, как и я, то эта тушь еще и изгиб фиксирует, так что взгляд становится более распахнутым и результат сохраняется в течение дня. Удобная силиконовая кисточка, цена, результат.. в общем, рекомендую!;1; 
2022-08-04 19:52:55;5;Отличная тушь;0;0
2022-08-04 18:54:38;5;Всегда беру и все супер 👌👍🙏;1;1
2022-08-04 15:37:57;5;Отличная тушь, пользуюсь много лет. Пришла идеально упакованной. все пакеты целы.;1;0
2022-08-04 13:07:33;5;Тушь пришла в отдельном пакете, наклейка вб есть, но она наклеена так, что тушь точно никем не открывалась, плюс она легко снимается не оставляя липкого слоя. Тушью пользуюсь давно, нравится эффект длины. Срок годности хороший, все супер, отдельно порадовала цена, намного дешевле чем в магазине. Кто хочет длинные и разделённые ресницы велком! 10/10;8;2
2022-08-04 12:53:21;5;Тушь пришла упакованной в пакетик, что порадовало ) В сравнении с предыдущей,купленной в магниткосметик ,всё один в один .  Тушь свежая . Так что рекомендую к покупке .;1;0
2022-08-04 09:41:44;5;Я давно мечтала попробовать данную тушь, потому что от подруг слышала много восхищенных отзывов. Продукт был хорошо упакован в пакетик. Тушь имеет удобную прямую силиконовую щёточку, которая отлично разделяет ресницы и придает супер длину. В общем, от эффекта я осталась в восторге, буду повторять покупку. Срок годности хороший до 04.2024. Спасибо производителю за классный продукт, рекомендую! Моя новая любовь в косметичке. 💖;1; 
2022-08-04 07:33:22;4;Тушь хорошая,но прислали даже не в плёнке.;1;0
2022-08-03 23:43:11;4;Тушь пришла без защитной пленки. Сразу не заметила, оплатила. Заметила это дома, но уже не приняли обратно( надеюсь с глазами ни чего не будет у меня после нанесения. ;0;0
2022-08-03 20:43:30;5;Супер тушь.;0;1
2022-08-03 19:52:41;1;Пришла без упаковки от слова совсем!!! Не было даже защитной пленки,я в шоке. Друзья,такой тушью и пользоваться рисково...;4;1
2022-08-03 14:36:41;5;Всё пришло целое.;0;0
2022-08-03 13:45:29;4;Хорошая тушь, но пришла не запакованная;0;0
2022-08-03 13:38:32;5;прекрасная тушь;0;0
2022-08-03 08:38:19;5;Отличная тушь ;0;0
2022-08-03 04:38:46;5;Хорошая тушь пользуюсь только ей!;0;0
2022-08-02 19:55:39;5;"Телескопик любимая тушь на удлинение. Чередую её с объёмной тушью. Щеточка в виде расчёски хорошо прокрашивает, разделяет и вытягивает ресницы. Даёт натуральный эффект, главное без комочков и эффекта ""паучих лапок"" Смывается обычным средством для снятия макияжа. В течение всего дня не осыпается, стойкая. Срок годности хороший, до апреля 2025 года. К доставки претензий тоже нет, все пришло целое, хорошо упаковано. Рекомендую однозначно.";3;0
2022-08-02 19:16:19;5;Моя любимая тушь;1;0
2022-08-02 18:53:41;4;Много лет пользуюсь этой тушью. Преимущество: не сыплется, реально удлиняет ресницы. Мне кажется, что лет 5 назад, именно тогда открыла для себя эту тушь, она была какая-то другая- дольше пользовалась, ресницы как то по другому выглядели..всё течёт, всё меняется. Купленная на WB  пока работает на красоту:);2;0
2022-08-02 18:44:57;5;Классная. Буду заказывать ещё.;1;0
2022-08-02 18:25:36;5;Отличная!!! Пользуюсь много лет только ей.  Немного не привычная новичкам будет кисточка( очень тонкая), но если приноровиься отлично удлинняет ресницы;0;0
2022-08-02 18:15:48;1;Тушь подделка! Отпечатывается и плывет. Я любила эту тушь за то что она никогда не текла. ;3;0
2022-08-02 17:39:41;5;Хорошая тушь.Всегда её беру.Пришла целая.Спасибо.;0;0
2022-08-02 17:02:33;5;Ожидаемо хорошая тушь;0;0
2022-08-02 16:15:06;4;"Я ежедневно крашу глаза тушью и жду от каждого продукта хорошего объёма, изгиба и разделения ресниц. Тушь Телескопик стало интересно попробовать после рекламного ролика, где обещали классное разделение и удлинение - меня это заинтересовало. Заказывала по цене около 600 рублей.
Тушь находится в пластиковом флаконе 8 мл, на этикетке можно посмотреть состав - среди прочего два вида восков, масло жожоба, пантенол. Забегая вперёд, скажу, что у меня эта тушь не вызвала аллергических реакций.

Щёточка туши силиконовая, зубцы короткие, веко не колят при макияже. Я заказывала экстрачёрную - у неё действительно сильная пигментация. Отдушка косметическая, деликатная. По консистенции Телескопик довольно жидкая, но на щётке её набирается с излишком. Из-за этого тушь может склеивать ресницы и плохо их разделять. 
Эта проблема решилась так: я убираю салфеткой часть туши с аппликатора, тогда она красит, как надо - здорово удлиняет ресницы, прямо до бровей.";1; 
2022-08-02 14:16:51;3;Пришла не запакована;0;0
2022-08-02 13:48:41;5;Отличная тушь 👍 заказываю уже 2 раз;0;0
2022-08-02 12:20:58;5;Тушь хорошего качества, пришла в  упакованном виде, ресницы красит отлично, к покупке рекомендую.;0;0
2022-08-02 11:26:10;5;Тушь супер, удобная щеточка... Хватает надолго));0;0
2022-08-02 10:06:51;4;Пришла без упаковки, уже открытая была как будто до меня кто-то пользовался. Но красит отлично.;0;0
2022-08-02 06:46:47;5;"ООО, у туши просто восхитительная кисточка! Упругая, хорошо распределяет тушь по ресницам, удлиняя их.
Сама тушь не осыпается в течение всего дня. Реально, ни одной крошки! Хорошо удаляется мицелляркой. Рекомендую!";4;1
2022-08-02 06:28:48;5;Тущь отличная!;1;0
2022-08-02 06:05:50;5;Классссссс;0;0
2022-08-02 03:53:50;2;Не понравилась совсем, склеивает ресницы. При попадание воды сразу течёт👎;0;0
2022-08-01 23:21:25;5;"Тушью пользуюсь лет 15. Никогда не подводила. Кисточка хорошая. Прекрасно разделяет и удлиняет.
По упаковке- тушь пришла в пакетике. На самом тюбике наклейка Вайлдберриз.";0;0
2022-08-01 20:39:47;5;Тушь пришла в порядке, видно что не пользовались.;0;1
2022-08-01 19:55:30;5;Всё хорошо, мне понравилась тушь товар соответствует.;1;0
2022-08-01 18:52:02;5;Очень понравилась тушь. Кисточка удобная. Все, как я люблю.;0;0
2022-08-01 16:01:29;5;Ещё не пробовала;1;0
2022-08-01 15:32:33;5;Мне пришла нормальная тушь . Не первый раз заказываю;0;0
2022-08-01 15:26:30;1;Пришла сухая;1;0
2022-08-01 15:05:40;5;Моя дочка пользуется только этой тушью!! Каждый раз я заказываю ее, никакую другую она не признаёт!! Перепробовала она косметики для ресниц огромное количество ;0;0
2022-08-01 13:07:43;3;Полная фигня, не возьму больше, денежку теперь жалко...;0;2
2022-08-01 11:32:04;5;Отличная тушь;1;0
2022-08-01 08:24:21;5;Пользуюсь ей много лет. Качество продукта не меняется и остается на высоте. Тушь имеет силиконовую щеточку, которая отлично разделяет реснички и прокрашивает их от самого основания. Цвет черный. Тушь придает объем и удлинение. Стойкость хорошая (не осыпается и не отпечатывается на верхнем веке). Легко снимается мицеллярной водой. Не раздражает глаза.;4;0
2022-08-01 07:57:08;5;Претензий к туши нет.;1;0
2022-08-01 02:33:46;5;Обожаю эту тушь. Очень удобная силиконовая щеточка, очень похожа на маленькую расческу.  Мне удобно прокрашивать даже самые короткие реснички. Отлично удлиняет. Не оставляет комочков, хорошо прочесывает каждую ресничку. Не осыпается и не отпечатывается на моих нависших веках. Срок годности до 25 года. Я пробовала разные туши, но лучше всех удлиняет Телескопик.;4;0
2022-07-31 23:31:30;5;Почему то теперь не упаковывают в пакет, тушь нормальная ;1;0
2022-07-31 23:17:04;1;ужасно. пришла засохшая тушь в тусклом выцветшеи тюбике.;0;1
2022-07-31 22:57:57;5;Да кто не знает эту тушь❤. Это же легенда, моя палочка выручалочка. 🥰Постоянно у меня в косметичке уже сбилась с счета какой раз покупаю. Держится шикарно, не осыпается. Если не нарушаю правил хранения могу юзать пол года. Да и щеточка на столько кайфовая, что использую ее и с другими тушами. Уж хорошо она вытягивает ресницы и разделяет. Кстати перепробовала все три из этой серии. Wildberries отдельное спасибо за своевременную доставку. Оттерла наклейку маслом. ;5;6
2022-07-31 19:17:19;1;Ужас. Пришла тушь открытая и кисточкка сухая.;0;2
2022-07-31 18:06:26;5;Отличная тушь, пришла запечатанная;1;0
2022-07-31 17:21:28;5;Мне понравилась. Реснички удлиняет супер, не сыпется.;1;0
2022-07-31 17:13:43;5;При получении туши, как и многие в отзывах засомневалась в подлинности туши. Колпачок не плотно подходит, остаётся зазор, создаётся впечатление, что ее уже открывали, да и само качество тюбика совсем не то, как было раньше. НО!!! Тушь выкупила и зашла в соседний л’этуаль. И тушь оказалось точно такой же:зазор между колпачком, нет пленки, и пластик тюбика тот же. Так что дело в том, что телескопик уже не тот( зато цена на валдберис заметно дешевле, чем в л’этуали, даже при 25% скидке по карте;1;1
2022-07-31 17:08:55;1;Это паль :) очень жаль);2;3
2022-07-31 16:07:29;4;Тушь пришла открытая ;0;0
2022-07-31 08:50:46;1;Такой откровенной подделки я ещё не видела!;1;3
2022-07-31 08:36:00;4;Что то не то, то ли подделка, ложится комками, раньше брала в магазине, такого не было. Разочаровалась.;0;1
2022-07-31 04:49:28;5;Беры постоянно, супер;1;0
2022-07-31 01:54:29;5;С этой тушью получаются офигенные ресницы даже если краситься в темноте 😁. Щёточка отлично разделяет ресницы, каждая получается отдельно. Никаких склеиваний, комочков и тд. Успела урвать по акции. Прокрашиваю всегда в два слоя. Обычно попеременно, сначала один глаз, потом другой и снова возвращаюсь к первому. Мой результат до/после в фото. Срок в норме. Спасибо ;9;0
2022-07-30 20:13:37;5;Тушь супер,  беру не первый раз;0;0
2022-07-30 19:30:41;1;Ужас... выкинула! Очень странная была, не сохла на ресницах;0;0
2022-07-30 18:38:29;2;Тушь пришла не запакованная и даже до конца не закрученная. Жаль.;0;0
2022-07-30 17:20:59;5;Не зря эту тушь называют легендарной, все мои знакомые и подружки хоть раз да пробовали её, а мне она попала в самое сердечко💕 Тушь прекрасно удлиняет ресницы, такого крутого эффекта я не ожидала. Щеточка очень тонкая, силиконовая, щетинки короткие. Текстура комфортная, комочками не ложится. Самое главное, что она не отпечатывается на веке. Мне пришла хорошо упакованная, не вскрытая, не сухая. Срок годности хороший. Наклейка WB конечно же на флаконе, но она мне не мешает. Тушь советую, она правда очень классная😍;3;0
2022-07-30 17:12:37;5;Шикарная тушь. Отлично прокрашивает. Не осыпается. Ресницы до вечера подняты. Рекомендую к покупке.;0;0
2022-07-30 15:20:14;5;Тушь классная.;0;0
2022-07-30 14:32:05;5;"Обожаю тушь Телескопик! Пользуюсь ей уже не первый год и даже не второй ☺️ Это самая лучшая тушь для ежедневного дневного макияжа. Аккуратно разделяет ресницы и бесконечно их удлиняет. Имеет удобную щеточку расческу. Мне ее хватает примерно на 3 месяца при ежедневном использовании. Минусов в ней не нашла за много лет. Всем рекомендую! ✨

Мне пришла без упаковки, срок годности в норме (ищите мелким шрифтом рядом со штрих-кодом). ";1; 
2022-07-30 14:11:43;5;Отличная тушь, заказываю постоянно, качество супер! Рекомендую.;0;0
2022-07-30 12:32:32;5;Срок годности в порядке. Вмеру густая, наносится хорошо, без комочков. Хорошо прокрашивает и удлиняет ресницы, можно наносить в несколько слоёв. Не сыпится. Смотрится хорошо. Только к кисточке надо привыкнуть, она силиконовая и узенькая.;1;2
2022-07-30 09:46:14;5;Тушь бомба;0;0
2022-07-30 08:56:06;5;моя любимая тушь😇;0;1
2022-07-29 20:06:01;5;Беру не первый раз, доставка быстрая, качественная! Рекомендую ;0;0
2022-07-29 19:50:58;5;"Удивительно тонкая щеточка, мне такие очень нравятся - с такими малышками обхожусь лучше всего. Результатом довольна: даже один слой дает заметный эффект удлинения ( у меня ресницы короткие, пушистые, их плюс только в естественном изгибе), реснички аккуратные, не утяжеленные, без откровенных ""паучьих"" лапок. Взгляд сразу меняется, появляются глаза :) там, где они должны быть :) При этом ресницы выглядят вполне естественно. Под конец дня не осыпается даже минимально.";9;0
2022-07-29 19:37:12;2;Никакой защитной пленки ….может до меня ей кто то пользовался😀;1;0
2022-07-29 16:02:16;5;Это самая лучшая тушь ever! Перепробовала много разных, но всегда возвращаюсь к любимой телескопик. Такого удлинения не давала ни одна тушь. Очень удобная тонкая силиконовая щёточка, которая набирает тушь без излишков. Тушь не спутывает реснички и не превращает их в один сплошной комок. Идеально подкручивает и нереально удлиняет. Она просто идеальная. Не осыпается, не скатывается даже после тренировки в зале. Обожаю её и всем рекомендую! ;5;0
2022-07-29 13:48:20;5;Хорошая, полная тушь пришла. ;0;0
2022-07-29 11:42:43;5;Девочки берите это что то с чем то !!! Насколько у меня ресницы проблемные одна длиннее другой ещё и вьются, эта тушь справилась на все 100 !!!! Я наконец нашла идеальную тушь для себя!!! Спасибо !!! Цена радует в отличие от магазина))) буду заказывать снова и снова, благодарю !;1;0
2022-07-29 10:01:24;3;Получала несколько заказов и сразу не обратила внимание, что тушь пришла совсем никак не защищена. Просто открывай и пользуйся. Явно не оригинал, декоративную косметику заказала впервые, и видимо в последний раз.;0;3
2022-07-29 09:15:47;3;Я свою оставила на пункте выдачи,начиталась тут отзывы и проверила,она плохо красит,по крайней мере на руке и пришла без пленки или что там должно быть.какая она должна быть и красить-незнаю,не брала такую,потом в магазине проверю и закажу ещё раз.;1;3
2022-07-28 22:16:03;5;Заказом очень довольна. Тушь пришла упакована в надёжный целлофан. Наклейка, как видите, хорошо отклеивается. Пользуюсь тушью Телескопик уже более 10 лет. В ней все прекрасно: и золотая упаковка, и удобная щёточка-расчёска, а также мне нравится текстура самой туши. Мне кажется за все время использования у меня даже выросли реснички. Наношу тушь зигзагообразным движениями, подводя щёточку вверх. Когда хочется более объёмных ресничек, наношу втрой слой!) Радует, что тушь совсем не осыпается и не отпечатывается!!!;2;2
2022-07-28 19:45:42;5;Все соответствует. Спасибо. ;0;1
2022-07-28 19:13:27;1;Предполагаю, что подделка. После второго раза щеточка перестала входить в тубу.;4;0
2022-07-28 19:11:09;2;"Тушь неочень: пападая в глаз разъедает все!!! Накладывается кусками! Отпечатывается!
Единственный плюс - это очень удобная щеточка!";3;0
2022-07-28 13:19:37;5;Тушь отличная, беру только ее постоянно. Цена порадовала.;0;0
2022-07-28 12:46:11;5;Классная тушь👍🏿;0;1
2022-07-28 11:53:11;4;Получив тушь расстроилась. Была без упаковки. Наклейки грязные. Как будто вскрытая, но отказываться не стала. Накрасилась... И в полном восторге.  Удлиняет, не осыпается, качество на высоте. Спасибо.;1;0
2022-07-28 11:18:58;5;Туш классная, оригинал;0;0
2022-07-27 21:54:53;5;Заказала по совету и не разочарована.;0;0
2022-07-27 14:41:15;1;Кошмар, без упаковки , с грязной наклейкой . Одним словом фу!;7;0
2022-07-27 13:40:14;5;Рекомендую;1;1
2022-07-27 13:19:48;5;Оригинальная;1;0
2022-07-27 11:40:35;5;Мне тушь очень нравится, это самая удачная их всех, что я пробовала, у меня короткие ресницы, удлиняет хорошо;2;0
2022-07-27 11:05:54;5;Отличная тушь,ресницы после неё становятся длинные😍;0;0
2022-07-27 10:40:50;5;Очень хорошая тушь;0;0
2022-07-27 06:01:29;5;Тушью этой марки пользуюсь уже лет 10,она лучшая;2;0
2022-07-27 03:10:53;5;Тушь бомба;2;0
2022-07-26 20:24:31;5;Тушь классная, хоть пришла без прозрачной пленке, по всем параметрам подходит.;0;0
2022-07-26 19:07:01;5;Первый раз заказываю эту тушь, много о ней слышала. Такой щеточки у туши я раньше не пробовала,  мне подошла и понравилась. Она разделяет и удлиняет ресницы, не утолщая их. Думаю на фото это видно! Тушь стойко продержалась весь день. В целом мне понравился эффект, и красить ей удобно и результат крутой👍. Доставили  быстро и в упаковке.;2; 
2022-07-26 17:58:23;2;Пришла без упаковки;0;1
2022-07-26 17:51:02;5;Запечатано. Не пробовала еще;0;0
2022-07-26 14:53:41;2;Тушь пришла без упаковки и пленки,как будто уже открывали. Отказ;0;1
2022-07-26 09:41:19;5;Тушь пришла без упаковки вакуумной, но на качество это никак не повлияло. Реснички удлиняет, даёт объем и не осыпается в течение дня.;2;0
2022-07-26 07:21:09;1;Прислали тушь не новую, а многократно использованную ! Сразу не проверила , о чем очень жалею ! ;3;1
2022-07-26 07:13:11;1;Китайская грубая подделка. Не тратьте деньги. Обман-производитель не Франция. И в возврате Вам откажут.;5;3
2022-07-26 06:38:59;5;Всё классно упаковано. Без повреждений. Отличный продукт и быстрая доставка. Я довольна. ;1;0
2022-07-26 04:43:15;5;Отличная тушь, пользуюсь уже больше пяти лет.;1;0
2022-07-26 03:41:32;5;Любимая тушь. Очень классная;1;0
2022-07-25 23:51:49;5;Тушь как в магазине, только дешевле)));1;0
2022-07-25 22:17:46;5;Тушь клёвая, пришла упакованная в пупырку и с наклейкой на корпусе, наклейку легко и быстро удалила, так что это не имеет значения. Очень наслышана об этой туши, решила заказать здесь, тем более цена дешевле, чем в магазинах. Щеточка очень хорошо разделяет ресницы и удлиняет их, можно создать более естественный эффект, а можно нанести пару слоев и ресницы просто вау! Очень рада, что попробовала эту тушь, потом ещё закажу в экстрачерном оттенке;7;2
2022-07-25 19:26:54;5;Моя любимая тушь почти 10 лет только её пользуюсь, цена со скидкой 👍👍👍;1;0
2022-07-25 19:05:14;1;Открытая пришла. Уже второй раз.;4;0
2022-07-25 14:39:31;5;"Самая лучшая тушь!!!!❤❤❤
Не могу подобрать других слов❤";0;1
2022-07-25 13:11:55;3;тушь пришла без защитной пленки;0;0
2022-07-25 09:04:51;5;Идеальная тушь!  Мои тонкие короткие реснички она превращает в длинные и пушистые, при этом четко разделяет и прокрашивает. Такого потрясающего эффекта мне не удаётся  добиться  ни с одной тушью. Всегда возвращаюсь к ней!  Щёточка силиконовая, достаточно тонкая.  Отличный ограничитель, благодаря которому на щёточке ровно столько туши, сколько необходимо.  На веке не отпечатывается, глаза не раздражает и не осыпается. Уже  при нанесении в один слой создаёт  видимый эффект.  Моя самая любимая тушь!;6;0
2022-07-25 06:30:49;1;Тушь была открытая (((;1;0
2022-07-25 04:35:09;1;Опять пришёл брак ;0;0
2022-07-24 21:45:13;5;Тушь хорошая.;0;0
2022-07-24 17:25:37;5;Тушь хорошая,не осыпается в конце дня,для меня кисточка не совсем удобная;0;0
2022-07-24 14:04:12;1;Полное улёт! Пользуюсь, уже не один год. Но такого просто не ожидала. Купила две штуки и две абсолютно сухие!!!!!! Купилась на дешёвую цену! Правильно говорят, скупой платит дважды! ;1;0
2022-07-24 12:37:46;5;Очень хорошая тушь быстро дошла Я довольна;0;0
2022-07-24 07:19:57;3;Без упаковки;0;0
2022-07-24 06:45:35;4;Красит хорошо. 4 за отсутствие заводской плёнки.;1;0
2022-07-24 03:56:34;5;Тушь пришла в срок,качаство как в магазине!;0;0
2022-07-24 00:25:07;5;Уже не знаю, какая эта покупка телескопика по счету. Обожаю тонкую щётку, она все ресницы разделяет и прокрашивает даже в один слой до самых кончиков. На фото после видно, какая разница в длине. Не осыпается, даже если весь день с ней проходить. Куплю ещё и не один раз. Все пришло отлично запаковано, спасибо производителю.;1; 
2022-07-24 00:16:43;4;Тушь оригинальная , но без защитной плёнки пришла.;0;0
2022-07-24 00:12:21;5;Тушь понравилась. Но была без защитной упаковки ;0;0
2022-07-23 21:52:00;2;Тушь хороший но пришло без упаковки;0;0
2022-07-23 21:41:58;5;Отличная тушь, прокрашивает хорошо.;0;0
2022-07-23 18:03:25;5;Всё как обычно быстро,качественно ;0;0
2022-07-23 17:45:04;5;Заказала на пробу.Пользуюсь такой тушью несколько лет.  Сомневалась в качестве, потому что в магазине  стоит 900р. Но одно и тоже. спасибо;1;0
2022-07-23 15:58:11;4;Нет упаковки;0;0
2022-07-23 15:02:26;5;Теперь только той тушью буду пользоваться 🔥;0;0
2022-07-23 15:02:10;2;Сама тушь вроде бы и ничего, но эта кисточка, просто ужас. Это явная подделка, Телескопик -это вряд ли. Сама туба туши со швами, жуткое разочарование;1;1
2022-07-23 14:57:58;5;Тушь пришла быстро, отлично запакована. Срок годности до 04.25г. У туши очень удобная силиконовая щеточка, которая мне сначала показалась не очень удобной, но потом я ее оценила по достоинству. Я наношу всегда тушь в один слой, не люблю перегруженные ресницы, но при желании ее можно наслоить и добиться прям вау-эффекта. Иногда к вечернему макияжу хочется сделать эффект накладных ресниц. Эффект мне понравился: отлично разделяет и удлиняет ресницы. Но что для меня очень важно, так это то, что тушь не отпечатывается и не растекается в течение дня. Фото к сожалению не передаёт весь эффект от туши( ;1;5
2022-07-23 14:36:51;1;Отвратительно.Товар без упаковки,тушь сухая,просто выбросила.;0;1
2022-07-23 14:32:28;5;Спасибо, отлично!;0;0
2022-07-23 13:48:45;5;Хорошо удлиняет, беру не в первый раз;0;0
2022-07-23 12:29:31;1;Получила без упаковки, туш открытая. Забирать не стала. За такую цену могли бы и упоковпть а так такое ощущение что использованная;0;0
2022-07-23 11:21:49;5;Тушь супер;0;0
2022-07-23 10:39:02;5;Тушь отличная, очень хорошо наносится на ресницы, хорошо удлиняет, только ей пользуюсь спасибо;0;0
2022-07-22 22:54:57;5;Тушь очень хорошая.;0;0
2022-07-22 20:49:03;4;Заказываю не первый раз, но впервые пришла без упаковки. Не приятно.;0;1
2022-07-22 17:02:20;1;тушь пришла быстро, но сухая, вообще не красит;0;0
2022-07-22 16:28:32;5;Тушь клёвая,понравилась;0;0
2022-07-22 16:00:57;4;Тушь то хорошая, но тот факт, что никакой защиты от вскрытия, даже элементарной наклейки на корпус и крышку нет, неприятен. Хотя бы в пакетик то можно было положить. Думаю, что какое-то количество девушек (работниц складов) ею подкрасились;1;0
2022-07-22 14:32:29;5;Тушь пришла завёрнутой в пакет, по ограничителю видно, что не вскрывалась. Наконец-то решилась купить эту тушь и не прогадала. Эффект очень понравился ресницы прокрашены ярко, наносится без комочков и в течение дня держится на ура, не осыпается и не оставляет следов! Кисточка оказалась удобной, тушь равномерно распределяется, разделяет и хорошо вытягивает ресницы. Смывается тоже без проблем обычной мицеллярной водой. Срок годности до 25 года.;3;0
2022-07-22 13:37:35;5;Постоянно пользуюсь этой тушью, товар соответствует, цена приятная. Спасибо продавцу.;0;0
2022-07-22 12:22:48;5;Моя любимая тушь) Товар соответствует описанию.;0;0
2022-07-22 11:42:48;1;Без упаковки и пломбы.Ужасное отношение к покупателю. Изготовили, а дальше в каком состоянии доедет им уже все равно. Хоть бы наклейку посередине клеили, какая-то гарантия, что ей по дороге работники  склада не пользовались.;3;2
2022-07-22 05:55:34;4;"Тушью, как таковой, пользуюсь много лет. Нареканий не вызывает. Но вот то, что в WB пришла не упакованная и даже не ""опломбированная"" не понравилось. Пришлось выкупить, потому что нужна срочно. Но в следующий раз буду заказывать заранее и если такое повторится, буду отказываться. ";2;0
2022-07-21 22:48:04;5;"Классная тушь.

";0;0
2022-07-21 21:49:17;1;Тушь даже не закрыли !!!!!!! Не говорю уже об упаковке !!!!!! Вот это отношение к клиенту . Взяла , потому что надо красить , а нечем . Вот это сервис , ужасный !!!!! Научитесь работать! Ни одной звезды не хочется ставить таким работягам ;3;0
2022-07-21 21:42:53;5;Отличная тушь, хорошо разделяет и удлинняет реснички, срок годности до 2025г. не осыпается, не оставляет следов в течении дня 👍;0;0
2022-07-21 21:33:10;1;без защити и упаковки 👎;4;0
2022-07-21 21:09:57;1;Без защиты и упаковки, ощущение того, что им пользовались. Даже одной звездочки не хочется ставить ;5;0
2022-07-21 18:25:12;1;Защиты или упаковки никакой нет. Не стала брать;1;0
2022-07-21 18:13:35;3;Безобразное отношение к покупателю. Доставка быстрая,  ничего не скажу. Но!!!!!  Можно было хотя бы в пленку какую - нибудь завернуть ? Упаковки нет, от слова  -совсем. Пока тушь шла,  сколько человек её теперь открывали и музюкались. И все бирки налеплены на тушь. Задолбаешься отдирать теперь . Сняла  две  звезды. Туши цена не 100 руб,  чтобы даже не заморочиться её упаковать для отправки.;2;0
